timestamp,pos_to_place,expand_1,expand_2,expand_4
0,162.37764597911325,139.99604512283614,117.61829434288639,72.88852807988779
1299,142.335673583517,119.94437484276393,97.55326707059687,52.77259676131187
1311,129.7539313911888,108.12965839615175,86.89500052388168,47.71279316632593
1332,146.37446713994453,124.15072165202047,102.00047313963792,58.25649768076021
1344,158.57654977285176,136.71228941491927,115.0511007946179,73.06230602270955
1362,173.62014731437932,152.22714516588704,131.16794454066547,90.97920041245989
1377,161.46040043614894,139.57959226383525,117.89080550175747,75.75047356826221
1391,165.6247750809614,143.677484788947,121.89196416382386,79.34007087167191
1409,116.52331052414303,94.13656602433906,71.75292334101383,27.025788269134267
1427,37.18188963071244,15.642730835369386,-1.161579446250272,-32.82824611291696
1441,7.882026287142651,-7.951307046190664,-23.784640379524006,-55.45130704619069
1456,3.019508553844635,-12.92533280883967,-28.758666142173013,-60.4253328088397
1474,-5.534249596030662,-21.367582929363977,-37.20091626269732,-68.867582929364
1492,-7.657977172717949,-23.491310506051263,-39.324643839384606,-70.99131050605129
1504,-6.051229165114734,-21.884562498448048,-37.71789583178139,-69.38456249844808
1522,-3.6240989694356074,-19.45743230276895,-35.290765636102265,-66.95743230276894
1537,6.30575767424321,-9.527575659090132,-25.360908992423447,-57.02757565909012
1554,8.504043237377955,-20.361927860184977,-36.19526119351829,-67.86192786018496
1572,-3.6039301119398033,-19.437263445273118,-35.27059677860646,-66.93726344527315
1590,-2.1343435196197333,-17.967676852953048,-33.80101018628639,-65.46767685295308
1605,-3.4915242327057854,-19.3248575660391,-35.15819089937244,-66.82485756603913
1620,-2.117597761522717,-17.95093109485606,-33.784264428189374,-65.45093109485605
1637,200.79794479988988,179.30100225238957,158.05271892422775,116.8444281681131
1667,88.98857046489887,66.66182820040112,44.400571870541256,3.5999567808967043
1684,88.46612093437297,66.14824454246053,43.90562306471685,3.4564096619682516
1718,88.19984900253402,65.87096712473718,43.606570991129225,2.937330683466655
1959,127.61625418303068,108.53994282441388,90.98740474771195,59.23894254309615
1976,117.11127918593928,97.36148454589255,79.03317917919607,47.00078524476605
2106,154.8363169163953,133.15910845957282,111.76398826563012,70.84634232588519
2171,88.93767697004454,66.60764952519558,44.33988434234316,3.4621830378666942
2591,224.9258986522254,202.5685319498314,180.21969416766382,135.56447749455785
2641,264.74002117173103,242.50068810033736,220.2922296088615,176.01467311900237
2658,271.75530783226014,249.365053851702,226.97508807729486,182.19644615495716
2676,291.61028510244336,269.72609878089924,247.93256366878538,204.73315556679012
2691,232.82341514863296,213.00877577421915,193.75632183226492,157.75738641843333
2708,288.1645015005466,266.19062780130434,244.29264931885356,200.8236246274361
2726,264.287772485846,241.92571236177338,219.5696966699878,174.88507030927966
2759,259.7404248554918,237.35307768198427,214.9666403046911,170.19793093563914
3742,3.431540748007677,-12.401792585325637,-28.23512591865898,-59.901792585325666
3760,51.836945915006694,29.446930617436266,7.067691388187547,-27.021017237657986
3778,-0.9956763367489145,-16.82900967008223,-32.66234300341557,-64.32900967008226
3793,39.88071616392356,19.804197799721265,14.025646402619566,-45.1586899502291
3808,-2.3036084039137847,-18.1369417372471,-33.97027507058044,-65.63694173724713
3826,36.664151144988686,15.462867387352187,-11.654340240023117,-43.3210069066898
3841,4.969183195614988,-10.864150137718326,-26.69748347105167,-58.364150137718354
3859,36.490114189223355,14.627620954598704,-9.615638744748708,-41.28230541141539
3874,-6.6806641306765755,-22.51399746400992,-38.34733079734323,-70.0139974640099
3891,28.18382516989924,13.94141437645303,-24.01128912123241,-55.677955787899094
3905,-4.390908259214001,-20.224241592547344,-36.05757492588066,-67.72424159254733
3925,21.83436108555908,18.867424747239912,-33.75421085135241,-65.4208775180191
3940,11.060745054322581,-4.772588279010762,-20.605921612344076,-52.27258827901075
3955,25.621805039284,20.02870997423273,-33.337615074594964,-65.00428174126164
3972,-1.5151547340639127,-17.348488067397255,-33.18182140073057,-64.84848806739724
3990,8.106232658847174,-9.1350240561475,-24.968357389480843,-56.63502405614753
4005,-4.044418229917625,-19.877751563250968,-35.71108489658428,-67.37775156325095
4019,20.867253739208742,4.5854037664006455,-11.247929566932697,-42.91459623359938
4036,-7.599680603230979,-23.433013936564322,-39.266347269897636,-70.93301393656431
4053,6.444980540795399,-9.388352792537916,-25.22168612587126,-56.888352792537944
4071,11.294530807265712,-4.802942240173536,-20.63627557350685,-52.30294224017352
4086,-3.5150551132613828,-19.348388446594697,-35.18172177992804,-66.84838844659473
4100,5.381821416458723,-11.017806444016628,-26.851139777349943,-58.517806444016614
4118,-4.168671245274254,-20.00200457860757,-35.83533791194091,-67.5020045786076
4136,9.267588538882631,-8.855327268496097,-24.68866060182941,-56.35532726849608
4151,-6.455190527217923,-22.288523860551237,-38.12185719388458,-69.78852386055127
4166,13.263261418827932,-4.230628705848915,-20.063962039182258,-51.73062870584894
4184,-1.1451717823604781,-16.978505115693793,-32.811838449027135,-64.47850511569382
4201,64.21527970193102,43.93203069744988,27.188642352715995,-36.62791473259588
4216,-7.676259529729549,-23.509592863062863,-39.342926196396206,-71.00959286306289
4251,6.693613467310738,-13.674034692391302,-29.507368025724645,-61.17403469239133
4284,79.62536548385617,59.666264009962596,42.17994070157184,10.513274034905152
4817,88.79879815109398,66.47287902542686,44.21355580087538,3.4802029687011213
4850,123.33745249021986,102.66277754390123,82.88511553383768,50.387187641791435
4881,64.95954487736017,49.12621154402686,33.292878210693516,1.6262115440268303
4896,13.14964201791737,-18.41100214163626,-34.2443354749696,-65.91100214163629
4912,28.57393954263963,19.44061228560925,-30.536516017310703,-62.20318268397739
4930,12.889030231735068,-14.21323301114495,-30.046566344478293,-61.71323301114498
4945,10.970694917394383,-4.862638415938932,-20.695971749272275,-52.36263841593896
4962,17.486730856841817,11.651470802636616,-27.429652505439776,-59.09631917210646
4980,5.57477533720018,-10.258557996133135,-26.091891329466478,-57.75855799613316
4995,3.2697987474600723,-12.563534585873242,-28.396867919206585,-60.06353458587327
5010,12.35298106809924,-3.4803522652340746,-19.313685598567417,-50.9803522652341
5025,6.959510798892211,-8.873822534441103,-24.707155867774446,-56.37382253444113
5042,12.49923992419204,-3.334093409141275,-19.167426742474618,-50.8340934091413
5059,16.056251805353355,0.22291847202004078,-15.610414861313302,-47.27708152797999
5074,12.75615515167084,-3.0771781816624753,-18.910511514995818,-50.577178181662504
5092,13.525501227828869,-2.3078321055044455,-18.14116543883779,-49.807832105504474
5106,15.434914093136143,-0.3984192401971711,-16.231752573530514,-47.8984192401972
5130,16.846154598725406,1.0128212653920912,-14.820512067941252,-46.48717873460794
