Obsv.	Frame	Capture Time	System Time	Sensor Time	Lft X Pos	Lft Y Pos	Lft Pupil Diameter	Rt X Pos	Rt Y Pos	Rt Pupil Diameter	L Display	R Display	L Quality	R Quality	Lft Pupil Quality	Rt Pupil Quality	L Eye Rot (X)	L Eye Rot (Y)	L Eye Rot (Z)	R Eye Rot (X)	R Eye Rot (Y)	R Eye Rot (Z)	L Eye Pos (X)	L Eye Pos (Y)	L Eye Pos (Z)	R Eye Pos (X)	R Eye Pos (Y)	R Eye Pos (Z)	Head Rot (X)	Head Rot (Y)	Head Rot (Z)	Head Pos (X)	Head Pos (Y)	Head Pos (Z)	L Eyelid Valid	L Eyelid Opening	R Eyelid Valid	R Eyelid Opening
1	546	685356692961	1695893173887644	685345895484	802.832700	383.069700	3.128465	802.832700	383.069700	3.132255	1	1	3	3	0	0	-0.053351	-0.724554	0.000000	-0.055695	-0.568030	0.000000	0.008872	0.383898	0.042420	0.066013	0.378678	0.047072	-0.000000	0.000000	0.000000	0.037443	0.381288	0.044746	0	0.000000	0	0.000000
2	547	685356707920	1695893173902603	685345911393	814.535700	368.729400	3.123681	814.535700	368.729400	3.155588	1	1	3	3	0	0	-0.051634	-0.722383	0.000000	-0.052267	-0.557903	0.000000	0.008688	0.382443	0.041070	0.065607	0.376783	0.045288	-0.000000	0.000000	0.000000	0.037147	0.379613	0.043179	0	0.000000	0	0.000000
3	548	685356725872	1695893173920555	685345927500	817.787100	368.468900	3.133859	817.787100	368.468900	3.154086	1	1	3	3	0	0	-0.051094	-0.734329	0.000000	-0.052028	-0.561330	0.000000	0.008442	0.382041	0.040628	0.065395	0.377087	0.045428	-0.000000	0.000000	0.000000	0.036919	0.379564	0.043028	0	0.000000	0	0.000000
4	549	685356740832	1695893173935515	685345943657	824.016800	357.839700	3.096994	824.016800	357.839700	3.170736	1	1	3	3	0	0	-0.047661	-0.724398	0.000000	-0.052282	-0.557825	0.000000	0.008216	0.379235	0.037995	0.065610	0.377668	0.045962	-0.000000	0.000000	0.000000	0.036913	0.378452	0.041979	0	0.000000	0	0.000000
5	550	685356755793	1695893173950477	685345959739	821.532500	361.172500	3.126353	821.532500	361.172500	3.181614	1	1	3	3	0	0	-0.050831	-0.723319	0.000000	-0.050344	-0.555992	0.000000	0.008226	0.381778	0.040325	0.065179	0.376766	0.045019	-0.000000	0.000000	0.000000	0.036703	0.379272	0.042672	0	0.000000	0	0.000000
6	551	685356773745	1695893173968429	685345975882	814.182400	368.980200	3.120509	814.182400	368.980200	3.198148	1	1	3	3	0	0	-0.053115	-0.726395	0.000000	-0.051179	-0.552818	0.000000	0.008503	0.383311	0.041785	0.065581	0.378015	0.046223	-0.000000	0.000000	0.000000	0.037042	0.380663	0.044004	0	0.000000	0	0.000000
7	552	685356788705	1695893173983388	685345991990	819.829200	362.454400	3.110896	819.829200	362.454400	3.204959	1	1	3	3	0	0	-0.052241	-0.723873	0.000000	-0.049618	-0.551192	0.000000	0.008249	0.382619	0.041048	0.065049	0.376882	0.044975	-0.000000	0.000000	0.000000	0.036649	0.379750	0.043012	0	0.000000	0	0.000000
8	553	685356806657	1695893174001340	685346010336	826.558400	353.446500	3.093030	826.558400	353.446500	3.218221	1	1	3	3	0	0	-0.051096	-0.719028	0.000000	-0.047673	-0.545171	0.000000	0.008210	0.381592	0.040128	0.064797	0.375445	0.043600	-0.000000	0.000000	0.000000	0.036504	0.378518	0.041864	0	0.000000	0	0.000000
9	554	685356824611	1695893174019295	685346026641	829.653600	351.233700	3.113615	829.653600	351.233700	3.228986	1	1	3	3	0	0	-0.051343	-0.720570	0.000000	-0.046309	-0.545394	0.000000	0.008103	0.381810	0.040266	0.064315	0.374220	0.042333	-0.000000	0.000000	0.000000	0.036209	0.378015	0.041299	0	0.000000	0	0.000000
10	555	685356839571	1695893174034254	685346042635	828.378100	350.319900	3.118209	828.378100	350.319900	3.246407	1	1	3	3	0	0	-0.050250	-0.717007	0.000000	-0.047578	-0.542521	0.000000	0.008082	0.380856	0.039390	0.064761	0.375431	0.043498	-0.000000	0.000000	0.000000	0.036421	0.378144	0.041444	0	0.000000	0	0.000000
11	556	685356854529	1695893174049212	685346058939	831.195800	347.869800	3.099564	831.195800	347.869800	3.266762	1	1	3	3	0	0	-0.049340	-0.721543	0.000000	-0.047433	-0.541163	0.000000	0.007946	0.380156	0.038680	0.064615	0.375389	0.043425	-0.000000	0.000000	0.000000	0.036280	0.377772	0.041053	0	0.000000	0	0.000000
