# timestamps [seconds],pts
-549596.087081,0
-549596.014951,4727
-549595.964841,8010
-549595.918914,11020
-549595.872984,14030
-549595.826038,17107
-549595.779861,20133
-549595.735665,23030
-549595.690152,26012
-549595.643956,29040
-549595.600392,31895
-549595.552442,35037
-549595.506555,38044
-549595.460446,41066
-549595.415481,44013
-549595.370098,46987
-549595.325757,49893
-549595.278664,52979
-549595.233270,55954
-549595.187424,58959
-549595.141387,61976
-549595.097288,64866
-549595.052140,67824
-549595.006546,70812
-549594.960701,73817
-549594.914587,76839
-549594.867346,79935
-549594.822090,82901
-549594.776965,85858
-549594.732707,88758
-549594.687424,91726
-549594.639892,94841
-549594.592058,97976
-549594.544943,101064
-549594.495737,104288
-549594.444781,107628
-549594.393203,111008
-549594.342528,114329
-549594.292844,117585
-549594.238208,121165
-549594.190099,124318
-549594.142187,127458
-549594.093877,130624
-549594.040164,134144
-549593.989577,137459
-549593.938703,140793
-549593.892069,143850
-549593.844958,146937
-549593.797683,150035
-549593.749035,153223
-549593.704414,156148
-549593.658536,159154
-549593.612977,162140
-549593.568518,165054
-549593.514896,168568
-549593.456157,172417
-549593.396975,176296
-549593.347302,179551
-549593.295966,182915
-549593.244261,186304
-549593.194060,189594
-549593.141154,193061
-549593.089965,196415
-549593.039945,199694
-549592.989600,202993
-549592.940380,206219
-549592.887269,209699
-549592.837193,212981
-549592.785634,216360
-549592.737615,219507
-549592.687029,222822
-549592.636356,226143
-549592.587763,229327
-549592.539758,232473
-549592.493267,235520
-549592.444009,238748
-549592.397091,241823
-549592.351495,244811
-549592.303812,247936
-549592.249339,251506
-549592.195891,255009
-549592.143964,258412
-549592.093309,261731
-549592.042813,265041
-549591.992773,268320
-549591.942282,271629
-549591.892908,274865
-549591.843786,278084
-549591.794604,281307
-549591.744092,284617
-549591.692217,288017
-549591.645205,291098
-549591.597095,294251
-549591.547469,297503
-549591.501411,300521
-549591.453463,303664
-549591.405981,306775
-549591.359276,309836
-549591.312693,312889
-549591.267006,315883
-549591.219075,319024
-549591.168011,322371
-549591.118409,325621
-549591.068983,328861
-549591.017969,332204
-549590.970063,335343
-549590.919832,338635
-549590.868857,341976
-549590.820247,345161
-549590.770404,348428
-549590.721230,351651
-549590.668659,355096
-549590.621464,358189
-549590.572495,361398
-549590.523969,364578
-549590.473473,367887
-549590.427323,370912
-549590.379932,374018
-549590.331697,377179
-549590.283576,380332
-549590.236165,383439
-549590.190679,386420
-549590.144078,389474
-549590.098772,392443
-549590.049973,395641
-549590.003926,398659
-549589.958073,401664
-549589.911888,404691
-549589.865779,407713
-549589.819047,410775
-549589.768330,414099
-549589.711837,417801
-549589.659670,421220
-549589.607977,424608
-549589.562120,427613
-549589.513557,430795
-549589.467008,433846
-549589.420323,436905
-549589.375110,439869
-549589.328566,442919
-549589.279173,446156
-549589.230040,449376
-549589.182194,452511
-549589.134499,455637
-549589.087198,458737
-549589.040437,461801
-549588.994389,464819
-549588.948173,467848
-549588.902764,470824
-549588.856321,473867
-549588.810365,476879
-549588.763313,479963
-549588.716783,483012
-549588.670340,486056
-549588.621378,489264
-549588.575764,492254
-549588.531437,495159
-549588.486097,498130
-549588.441251,501069
-549588.396561,503998
-549588.351954,506921
-549588.306672,509889
-549588.262317,512795
-549588.217870,515708
-549588.170833,518791
-549588.123378,521901
-549588.073920,525142
-549588.027057,528213
-549587.979967,531299
-549587.937005,534115
-549587.891989,537065
-549587.845768,540094
-549587.800900,543034
-549587.755607,546003
-549587.711181,548914
-549587.666230,551860
-549587.620994,554825
-549587.573848,557914
-549587.527234,560969
-549587.481216,563985
-549587.432051,567207
-549587.386606,570185
-549587.340873,573182
-549587.295075,576184
-549587.249396,579177
-549587.202172,582272
-549587.154504,585396
-549587.109325,588357
-549587.062288,591439
-549587.016697,594427
-549586.968780,597567
-549586.922751,600584
-549586.879375,603427
-549586.834463,606370
-549586.787578,609442
-549586.740379,612536
-549586.682057,616358
-549586.635994,619376
-549586.590303,622371
-549586.538431,625770
-549586.493061,628744
-549586.447321,631741
-549586.400135,634834
-549586.353326,637901
-549586.307593,640898
-549586.262385,643861
-549586.217028,646833
-549586.170257,649899
-549586.123693,652950
-549586.078364,655921
-549586.034089,658822
-549585.989744,661728
-549585.945516,664627
-549585.901526,667510
-549585.857253,670411
-549585.811218,673428
-549585.761298,676700
-549585.715936,679672
-549585.668954,682751
-549585.622488,685797
-549585.575932,688848
-549585.529112,691916
-549585.482332,694982
-549585.435487,698052
-549585.389372,701074
-549585.342397,704152
