# timestamps [seconds],pts
-549596.023938,4129
-549596.012862,4854
-549596.006704,5258
-549596.000078,5692
-549595.992072,6217
-549595.984139,6737
-549595.972796,7480
-549595.964020,8055
-549595.956043,8578
-549595.947977,9107
-549595.940061,9625
-549595.932073,10149
-549595.924022,10677
-549595.916032,11200
-549595.908057,11723
-549595.900052,12247
-549595.892057,12771
-549595.879980,13563
-549595.872063,14082
-549595.863993,14611
-549595.856087,15129
-549595.848023,15657
-549595.840075,16178
-549595.832065,16703
-549595.824023,17230
-549595.816087,17750
-549595.808045,18277
-549595.796033,19064
-549595.787979,19592
-549595.779982,20116
-549595.772054,20636
-549595.764050,21160
-549595.756031,21686
-549595.748072,22207
-549595.740023,22735
-549595.732032,23259
-549595.724004,23785
-549595.711930,24576
-549595.704034,25093
-549595.696018,25619
-549595.688069,26140
-549595.680050,26665
-549595.671990,27193
-549595.664052,27714
-549595.656074,28237
-549595.648036,28763
-549595.640036,29288
-549595.628045,30073
-549595.620030,30599
-549595.612059,31121
-549595.604030,31647
-549595.596017,32172
-549595.588052,32694
-549595.580004,33222
-549595.572066,33742
-549595.564062,34267
-549595.556043,34792
-549595.544058,35578
-549595.535975,36107
-549595.527954,36633
-549595.520023,37153
-549595.511950,37682
-549595.504052,38199
-549595.496055,38723
-549595.488028,39249
-549595.480062,39771
-549595.472077,40295
-549595.460032,41084
-549595.452034,41608
-549595.442287,42247
-549595.435987,42660
-549595.428046,43180
-549595.420013,43707
-549595.412048,44229
-549595.404031,44754
-549595.395935,45285
-549595.388041,45802
-549595.376010,46591
-549595.368054,47112
-549595.360080,47635
-549595.352021,48163
-549595.344044,48685
-549595.336081,49207
-549595.328035,49735
-549595.319956,50264
-549595.308049,51044
-549595.301857,51450
-549595.292066,52092
-549595.284012,52620
-549595.275884,53152
-549595.268015,53668
-549595.260002,54193
-549595.252030,54716
-549595.244016,55241
-549595.235992,55767
-549595.227958,56293
-549595.220046,56812
-549595.208046,57598
-549595.200087,58120
-549595.192053,58646
-549595.184171,59163
-549595.172018,59959
-549595.165723,60372
-549595.160075,60742
-549595.152070,61266
-549595.143962,61798
-549595.136031,62318
-549595.123958,63109
-549595.116019,63629
-549595.108071,64150
-549595.100038,64676
-549595.091970,65205
-549595.084047,65724
-549595.076018,66251
-549595.067978,66777
-549595.060016,67299
-549595.052031,67823
-549595.036051,68870
-549595.029699,69286
-549595.024080,69654
-549595.016060,70180
-549595.008063,70704
-549595.000059,71228
-549594.992022,71755
-549594.984145,72271
-549594.975987,72806
-549594.968003,73329
-549594.955934,74120
-549594.948060,74636
-549594.940051,75161
-549594.932066,75684
-549594.924013,76212
-549594.916049,76734
-549594.908009,77261
-549594.898304,77897
-549594.891897,78317
-549594.884056,78831
-549594.872050,79618
-549594.864053,80142
-549594.856055,80666
-549594.843333,81500
-549594.837240,81899
-549594.832062,82238
-549594.824039,82764
-549594.816024,83289
-549594.808081,83810
-549594.800049,84336
-549594.788046,85123
-549594.780029,85648
-549594.771991,86175
-549594.764056,86695
-549594.755987,87224
-549594.748072,87742
-549594.740013,88271
-549594.732053,88792
-549594.723999,89320
-549594.715962,89847
-549594.704003,90631
-549594.695849,91165
-549594.688052,91676
-549594.679966,92206
-549594.670448,92830
-549594.663822,93264
-549594.656081,93771
-549594.647965,94303
-549594.640062,94821
-549594.632085,95344
-549594.619980,96137
-549594.612040,96657
-549594.600400,97420
-549594.587466,98268
-549594.573989,99151
-549594.559734,100085
-549594.546163,100975
-549594.532067,101898
-549594.526126,102288
-549594.513634,103106
-549594.503425,103775
-549594.491408,104563
-549594.480911,105251
-549594.469120,106024
-549594.459175,106675
-549594.447493,107441
-549594.441270,107849
-549594.436056,108190
-549594.427860,108728
-549594.420020,109241
-549594.411996,109767
-549594.403896,110298
-549594.394750,110897
-549594.380991,111799
-549594.372654,112345
-549594.367435,112688
-549594.360002,113175
-549594.352037,113697
-549594.343897,114230
-549594.335981,114749
-549594.327908,115278
-549594.319952,115799
-549594.311993,116321
-549594.304028,116843
-549594.295941,117373
-549594.284043,118153
-549594.276001,118680
-549594.268030,119202
-549594.259845,119738
-549594.252033,120250
-549594.243914,120782
-549594.226395,121931
-549594.219555,122379
-549594.211910,122880
-549594.199961,123663
-549594.192072,124180
-549594.184131,124700
-549594.175997,125233
-549594.168043,125755
-549594.159617,126307
-549594.152053,126803
-549594.144072,127326
-549594.136064,127850
-549594.126556,128474
-549594.116048,129162
-549594.108030,129688
-549594.100025,130212
-549594.091957,130741
-549594.083969,131264
-549594.076035,131784
-549594.068040,132308
-549594.060021,132834
-549594.052018,133358
-549594.043992,133884
-549594.030810,134748
-549594.022993,135261
-549594.015974,135720
-549594.007932,136248
-549594.000058,136764
-549593.991990,137292
-549593.976950,138278
-549593.970939,138672
-549593.963326,139171
