device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
4780597721,1028775941202,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7669530510902405, 0.7394390106201172)","(145.59930419921875, 90.47274780273438, 24.883554458618164)",1,3.23046875,1,"(-226.98829650878906, 14.974893569946289, 823.643798828125)","(0.8867062926292419, 0.4410586357116699, 0.9089611768722534)",1,1698049787940,0.7669530510902405,0.7394390106201172
4780786474,1028776129979,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.761522114276886, 0.7539949417114258)","(142.69667053222656, 86.36063385009766, 23.386871337890625)",1,3.2534027099609375,1,"(-227.39459228515625, 14.675108909606934, 823.2407836914062)","(0.8876047730445862, 0.4417218863964081, 0.9083899855613708)",1,1698049788147,0.761522114276886,0.7539949417114258
4780797577,1028776141082,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7678831815719604, 0.7633596062660217)","(146.09645080566406, 83.71509552001953, 22.423980712890625)",1,3.2345123291015625,1,"(-227.41775512695312, 14.62218952178955, 823.2938842773438)","(0.8876201510429382, 0.4418458640575409, 0.9085028171539307)",1,1698049788148,0.7678831815719604,0.7633596062660217
4780808681,1028776152189,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7633096575737, 0.7492727041244507)","(143.652099609375, 87.69468688964844, 23.872434616088867)",1,3.1924591064453125,1,"(-227.41432189941406, 14.602102279663086, 823.37451171875)","(0.8875760436058044, 0.4418960213661194, 0.9086556434631348)",1,1698049788150,0.7633096575737,0.7492727041244507
4780819784,1028776163299,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7633096575737, 0.7492727041244507)","(143.652099609375, 87.69468688964844, 23.872434616088867)",1,3.1924591064453125,1,"(-227.41415405273438, 14.602554321289062, 823.3745727539062)","(0.8875758051872253, 0.4418949782848358, 0.9086557626724243)",1,1698049788165,0.7633096575737,0.7492727041244507
4780830887,1028776174408,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7598962187767029, 0.762615442276001)","(141.8277130126953, 83.92530059814453, 22.50048065185547)",1,3.219482421875,1,"(-227.38258361816406, 14.590683937072754, 823.3552856445312)","(0.8875305652618408, 0.4419220983982086, 0.9086013436317444)",1,1698049788172,0.7598962187767029,0.762615442276001
4780841990,1028776185519,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7584476470947266, 0.7776181697845459)","(141.05348205566406, 79.68696594238281, 20.957834243774414)",1,3.2859039306640625,1,"(-227.44674682617188, 14.593568801879883, 823.5120239257812)","(0.8875666260719299, 0.4419214129447937, 0.9089377522468567)",1,1698049788183,0.7584476470947266,0.7776181697845459
4780853093,1028776196630,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7584476470947266, 0.7776181697845459)","(141.05348205566406, 79.68696594238281, 20.957834243774414)",1,3.2859039306640625,1,"(-227.4465789794922, 14.594018936157227, 823.5120849609375)","(0.8875663876533508, 0.44192036986351013, 0.9089377522468567)",1,1698049788195,0.7584476470947266,0.7776181697845459
4780864196,1028776207735,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7558846473693848, 0.7794318795204163)","(139.6836700439453, 79.174560546875, 20.771408081054688)",1,3.2803955078125,1,"(-227.4641571044922, 14.579724311828613, 823.593994140625)","(0.887557864189148, 0.4419567584991455, 0.9091044664382935)",1,1698049788207,0.7558846473693848,0.7794318795204163
4780875299,1028776218840,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7584949135780334, 0.7575854063034058)","(141.07872009277344, 85.34632873535156, 23.017728805541992)",1,3.2242279052734375,1,"(-227.5858154296875, 14.560657501220703, 823.8826293945312)","(0.8876305818557739, 0.4420115649700165, 0.9097249507904053)",1,1698049788217,0.7584949135780334,0.7575854063034058
4780886402,1028776229944,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7584949135780334, 0.7575854063034058)","(141.07872009277344, 85.34632873535156, 23.017728805541992)",1,3.2242279052734375,1,"(-227.5856475830078, 14.56110668182373, 823.8826904296875)","(0.8876303434371948, 0.4420105516910553, 0.9097250699996948)",1,1698049788228,0.7584949135780334,0.7575854063034058
4780897506,1028776241049,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.770313560962677, 0.7288767695426941)","(147.39540100097656, 93.45661926269531, 25.969572067260742)",1,3.157562255859375,1,"(-227.65145874023438, 14.529141426086426, 823.9690551757812)","(0.8877032399177551, 0.4420868158340454, 0.9099255204200745)",1,1698049788240,0.770313560962677,0.7288767695426941
4780908609,1028776252154,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7577637434005737, 0.7251933217048645)","(140.68795776367188, 94.49723815917969, 26.34831428527832)",1,3.1688079833984375,1,"(-227.71067810058594, 14.500711441040039, 824.0579223632812)","(0.887763500213623, 0.4421551525592804, 0.9101273417472839)",1,1698049788250,0.7577637434005737,0.7251933217048645
4780919712,1028776263252,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7497268319129944, 0.7370818853378296)","(136.39247131347656, 91.13870239257812, 25.125905990600586)",1,3.22381591796875,1,"(-227.89036560058594, 14.483375549316406, 824.4697875976562)","(0.8878775835037231, 0.4422103464603424, 0.9110162258148193)",1,1698049788291,0.7497268319129944,0.7370818853378296
4780930815,1028776274349,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7445379495620728, 0.7354219555854797)","(133.6192169189453, 91.60763549804688, 25.296566009521484)",1,3.2651824951171875,1,"(-227.99014282226562, 14.44225788116455, 824.5674438476562)","(0.8880037069320679, 0.44230738282203674, 0.9112563729286194)",1,1698049788292,0.7445379495620728,0.7354219555854797
4780941918,1028776285446,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7256187200546265, 0.7544639706611633)","(123.50764465332031, 86.22815704345703, 23.338577270507812)",1,3.44097900390625,1,"(-228.1166229248047, 14.38680362701416, 824.8268432617188)","(0.8880990147590637, 0.4424442946910858, 0.9118217825889587)",1,1698049788292,0.7256187200546265,0.7544639706611633
4780953021,1028776296542,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7388168573379517, 0.7283217906951904)","(130.5615692138672, 93.61344909667969, 26.026586532592773)",1,3.3695220947265625,1,"(-228.11648559570312, 14.387249946594238, 824.8269653320312)","(0.8880988359451294, 0.44244328141212463, 0.9118220210075378)",1,1698049788294,0.7388168573379517,0.7283217906951904
4780964124,1028776307640,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7251037359237671, 0.7806169390678406)","(123.2324447631836, 78.83981323242188, 20.649438858032227)",1,3.3463134765625,1,"(-228.24542236328125, 14.282682418823242, 824.736083984375)","(0.8883660435676575, 0.44267699122428894, 0.9117121696472168)",1,1698049788306,0.7251037359237671,0.7806169390678406
4780975227,1028776318744,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7534053921699524, 0.7650012373924255)","(138.35861206054688, 83.25128173828125, 22.255189895629883)",1,3.1800079345703125,1,"(-228.35568237304688, 14.25412654876709, 824.7764282226562)","(0.8885374665260315, 0.4427421987056732, 0.9118477702140808)",1,1698049788319,0.7534053921699524,0.7650012373924255
4780986331,1028776329848,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7484740614891052, 0.7813814878463745)","(135.72300720214844, 78.62379455566406, 20.57090187072754)",1,3.2398681640625,1,"(-228.3249053955078, 14.208818435668945, 824.4734497070312)","(0.888629674911499, 0.4428333342075348, 0.9112458229064941)",1,1698049788328,0.7484740614891052,0.7813814878463745
4780997434,1028776340952,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.75077885389328, 0.7679277658462524)","(136.95480346679688, 82.42452239990234, 21.95429039001465)",1,3.246063232421875,1,"(-228.36074829101562, 14.15666675567627, 824.4208984375)","(0.8887173533439636, 0.4429502487182617, 0.9111619591712952)",1,1698049788340,0.75077885389328,0.7679277658462524
4781008537,1028776352056,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7490963339805603, 0.7722428441047668)","(136.05555725097656, 81.2055435180664, 21.510528564453125)",1,3.237030029296875,1,"(-228.40834045410156, 14.122054100036621, 824.0419311523438)","(0.888981282711029, 0.4430117607116699, 0.9104560613632202)",1,1698049788351,0.7490963339805603,0.7722428441047668
4781019640,1028776363159,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.754400908946991, 0.7529441118240356)","(138.890625, 86.65753936767578, 23.494905471801758)",1,3.1737518310546875,1,"(-228.40817260742188, 14.12249755859375, 824.0419921875)","(0.8889809250831604, 0.44301074743270874, 0.9104560613632202)",1,1698049788361,0.754400908946991,0.7529441118240356
4781030743,1028776374261,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7594011425971985, 0.7435376048088074)","(141.5630645751953, 89.31494903564453, 24.462072372436523)",1,3.1683502197265625,1,"(-228.6327362060547, 14.088212013244629, 824.2521362304688)","(0.8892686367034912, 0.4430944621562958, 0.9109798669815063)",1,1698049788373,0.7594011425971985,0.7435376048088074
4781041846,1028776385361,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.766048789024353, 0.7478305101394653)","(145.1160125732422, 88.10214233398438, 24.02066993713379)",1,3.2072906494140625,1,"(-228.7840576171875, 14.081888198852539, 824.4503784179688)","(0.8894351124763489, 0.4431147575378418, 0.9114425182342529)",1,1698049788384,0.766048789024353,0.7478305101394653
4781052949,1028776396462,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.766048789024353, 0.7478305101394653)","(145.1160125732422, 88.10214233398438, 24.02066993713379)",1,3.2072906494140625,1,"(-228.7838897705078, 14.082329750061035, 824.450439453125)","(0.8894346952438354, 0.4431137442588806, 0.9114425182342529)",1,1698049788395,0.766048789024353,0.7478305101394653
4781064052,1028776407563,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7618566751480103, 0.7556138634681702)","(142.87545776367188, 85.90333557128906, 23.220365524291992)",1,3.1837005615234375,1,"(-229.0057830810547, 14.109209060668945, 824.4598999023438)","(0.8898128867149353, 0.4430476129055023, 0.9115803241729736)",1,1698049788413,0.7618566751480103,0.7556138634681702
4781075156,1028776418665,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7487125396728516, 0.7347880005836487)","(135.85043334960938, 91.78675079345703, 25.361713409423828)",1,3.150482177734375,1,"(-229.1588897705078, 14.134828567504883, 824.565185546875)","(0.890026330947876, 0.44299018383026123, 0.9118660688400269)",1,1698049788430,0.7487125396728516,0.7347880005836487
4781086259,1028776429769,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7488684058189392, 0.7375527620315552)","(135.9337921142578, 91.00564575195312, 25.077415466308594)",1,3.1890869140625,1,"(-229.34109497070312, 14.16348934173584, 824.786376953125)","(0.8902344107627869, 0.4429304003715515, 0.9123907685279846)",1,1698049788430,0.7488684058189392,0.7375527620315552
4781097362,1028776440872,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7469896078109741, 0.7357220649719238)","(134.92962646484375, 91.52281951904297, 25.265701293945312)",1,3.19775390625,1,"(-229.50111389160156, 14.178378105163574, 824.8760986328125)","(0.8904671669006348, 0.44289684295654297, 0.9126497507095337)",1,1698049788446,0.7469896078109741,0.7357220649719238
4781108465,1028776451975,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7557317018508911, 0.7424895167350769)","(139.6018829345703, 89.61100006103516, 24.569883346557617)",1,3.197235107421875,1,"(-229.68487548828125, 14.187488555908203, 825.0964965820312)","(0.8906782865524292, 0.4428820312023163, 0.9131733179092407)",1,1698049788451,0.7557317018508911,0.7424895167350769
4781119568,1028776463078,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7523335218429565, 0.7523458003997803)","(137.78570556640625, 86.82653045654297, 23.55643653869629)",1,3.209808349609375,1,"(-229.83094787597656, 14.18437385559082, 825.2457275390625)","(0.8908587098121643, 0.442892849445343, 0.913538932800293)",1,1698049788462,0.7523335218429565,0.7523458003997803
4781130671,1028776474182,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7507976293563843, 0.7463803291320801)","(136.96481323242188, 88.5118408203125, 24.169801712036133)",1,3.20867919921875,1,"(-229.96658325195312, 14.167989730834961, 825.3035888671875)","(0.8910650610923767, 0.44293031096458435, 0.9137226343154907)",1,1698049788473,0.7507976293563843,0.7463803291320801
4781141774,1028776485285,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7464592456817627, 0.7347242832183838)","(134.64614868164062, 91.80469512939453, 25.368276596069336)",1,3.184844970703125,1,"(-230.12596130371094, 14.142979621887207, 825.3878784179688)","(0.8912997841835022, 0.4429882764816284, 0.9139697551727295)",1,1698049788484,0.7464592456817627,0.7347242832183838
4781152877,1028776496388,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7511706948280334, 0.7247899770736694)","(137.1642303466797, 94.61122131347656, 26.38974380493164)",1,3.1808319091796875,1,"(-230.29293823242188, 14.124411582946777, 825.5016479492188)","(0.8915331959724426, 0.44303256273269653, 0.9142780900001526)",1,1698049788495,0.7511706948280334,0.7247899770736694
4781163981,1028776507493,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7527040243148804, 0.7437047362327576)","(137.98374938964844, 89.2676773071289, 24.444869995117188)",1,3.1986541748046875,1,"(-230.4341278076172, 14.10189437866211, 825.5027465820312)","(0.8917763829231262, 0.4430813789367676, 0.9143553376197815)",1,1698049788506,0.7527040243148804,0.7437047362327576
4781175084,1028776518596,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7555779218673706, 0.7369281649589539)","(139.51974487304688, 91.18209838867188, 25.141712188720703)",1,3.1976470947265625,1,"(-230.5758819580078, 14.049345016479492, 825.5009765625)","(0.892022430896759, 0.44319915771484375, 0.9144263863563538)",1,1698049788516,0.7555779218673706,0.7369281649589539
4781186187,1028776529700,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7556161880493164, 0.7508902549743652)","(139.5402069091797, 87.23772430419922, 23.706092834472656)",1,3.1949005126953125,1,"(-230.7400360107422, 14.007829666137695, 825.58544921875)","(0.8922652006149292, 0.4432949125766754, 0.9146760106086731)",1,1698049788528,0.7556161880493164,0.7508902549743652
4781197290,1028776540803,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7573041319847107, 0.7590966820716858)","(140.4423370361328, 84.91937255859375, 22.862234115600586)",1,3.165924072265625,1,"(-230.8945770263672, 13.973405838012695, 825.585693359375)","(0.8925319910049438, 0.4433707892894745, 0.9147586822509766)",1,1698049788562,0.7573041319847107,0.7590966820716858
4781208393,1028776551907,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7592785358428955, 0.7607033848762512)","(141.49755859375, 84.46546173095703, 22.697025299072266)",1,3.189727783203125,1,"(-231.05836486816406, 13.9623441696167, 825.625)","(0.8927956223487854, 0.4433945417404175, 0.9149221181869507)",1,1698049788563,0.7592785358428955,0.7607033848762512
4781219496,1028776563010,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.760725736618042, 0.7597528696060181)","(142.27101135253906, 84.7340316772461, 22.79477310180664)",1,3.1861419677734375,1,"(-231.2050323486328, 13.953902244567871, 825.6240234375)","(0.8930490612983704, 0.44341081380844116, 0.9149990081787109)",1,1698049788563,0.760725736618042,0.7597528696060181
4781230599,1028776574113,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7599239945411682, 0.7570012211799622)","(141.842529296875, 85.5113754272461, 23.077749252319336)",1,3.1941070556640625,1,"(-231.34251403808594, 13.941699981689453, 825.5552368164062)","(0.8933194279670715, 0.44343283772468567, 0.9149404168128967)",1,1698049788577,0.7599239945411682,0.7570012211799622
4781241702,1028776585217,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7552866339683533, 0.7580611109733582)","(139.36399841308594, 85.21195983886719, 22.96880340576172)",1,3.2002716064453125,1,"(-231.48231506347656, 13.950512886047363, 825.4724731445312)","(0.8936002850532532, 0.4434059262275696, 0.9148567914962769)",1,1698049788583,0.7552866339683533,0.7580611109733582
4781252806,1028776596319,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7531616687774658, 0.7445221543312073)","(138.2283172607422, 89.03672790527344, 24.360923767089844)",1,3.1676788330078125,1,"(-231.48214721679688, 13.950946807861328, 825.4724731445312)","(0.8935999870300293, 0.4434049725532532, 0.9148567914962769)",1,1698049788594,0.7531616687774658,0.7445221543312073
4781263909,1028776607421,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7590816617012024, 0.722734808921814)","(141.39236450195312, 95.19178009033203, 26.601179122924805)",1,3.151763916015625,1,"(-231.76377868652344, 13.974308013916016, 825.2723388671875)","(0.8941820859909058, 0.4433363080024719, 0.9146243929862976)",1,1698049788606,0.7590816617012024,0.722734808921814
4781275012,1028776618523,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7500912547111511, 0.7333601117134094)","(136.58731079101562, 92.1900863647461, 25.508563995361328)",1,3.240814208984375,1,"(-229.96783447265625, 14.425569534301758, 825.7720947265625)","(0.8908388018608093, 0.4423595070838928, 0.9146345257759094)",1,1698049788616,0.7500912547111511,0.7333601117134094
