Obsv.	Frame	Capture Time	System Time	Sensor Time	Lft X Pos	Lft Y Pos	Lft Pupil Diameter	Rt X Pos	Rt Y Pos	Rt Pupil Diameter	L Display	R Display	L Quality	R Quality	Lft Pupil Quality	Rt Pupil Quality	L Eye Rot (X)	L Eye Rot (Y)	L Eye Rot (Z)	R Eye Rot (X)	R Eye Rot (Y)	R Eye Rot (Z)	L Eye Pos (X)	L Eye Pos (Y)	L Eye Pos (Z)	R Eye Pos (X)	R Eye Pos (Y)	R Eye Pos (Z)	Head Rot (X)	Head Rot (Y)	Head Rot (Z)	Head Pos (X)	Head Pos (Y)	Head Pos (Z)	L Eyelid Valid	L Eyelid Opening	R Eyelid Valid	R Eyelid Opening
1	7555	685821483267	1695893638677950	685810687391	679.409100	219.349000	2.983443	679.409100	219.349000	2.991942	1	1	3	3	0	0	-0.082917	-0.157005	0.000000	-0.069274	0.053416	0.000000	0.008271	0.375332	0.083926	0.068289	0.372083	0.083419	-0.000000	0.000000	0.000000	0.038280	0.373707	0.083672	0	0.000000	0	0.000000
2	7556	685821498226	1695893638692909	685810703464	687.185500	231.464200	3.025215	687.185500	231.464200	2.961409	1	1	3	3	0	0	-0.088124	-0.154198	0.000000	-0.069738	0.009963	0.000000	0.008571	0.379373	0.088380	0.068180	0.372030	0.083390	-0.000000	0.000000	0.000000	0.038376	0.375702	0.085885	0	0.000000	0	0.000000
3	7557	685821516176	1695893638710860	685810719502	674.024300	228.301700	3.047451	674.024300	228.301700	2.948900	1	1	3	3	0	0	-0.084630	-0.145847	0.000000	-0.072544	0.056868	0.000000	0.008649	0.377851	0.086704	0.068721	0.373307	0.084804	-0.000000	0.000000	0.000000	0.038685	0.375579	0.085754	0	0.000000	0	0.000000
4	7558	685821531138	1695893638725822	685810735631	683.758900	221.735600	3.020230	683.758900	221.735600	2.938041	1	1	3	3	0	0	-0.084130	-0.153093	0.000000	-0.068738	0.033123	0.000000	0.008365	0.376689	0.085525	0.067735	0.370141	0.081405	-0.000000	0.000000	0.000000	0.038050	0.373415	0.083465	0	0.000000	0	0.000000
5	7559	685821549090	1695893638743774	685810751641	681.433700	215.729100	3.064112	681.433700	215.729100	2.959795	1	1	3	3	0	0	-0.080536	-0.142049	0.000000	-0.069779	0.034662	0.000000	0.008422	0.375316	0.084031	0.068162	0.371073	0.082438	-0.000000	0.000000	0.000000	0.038292	0.373195	0.083234	0	0.000000	0	0.000000
6	7560	685821564050	1695893638758733	685810767762	680.219600	218.034700	3.068782	680.219600	218.034700	3.016786	1	1	3	3	0	0	-0.079532	-0.148386	0.000000	-0.072122	0.039925	0.000000	0.008147	0.374441	0.083130	0.068678	0.373449	0.085042	-0.000000	0.000000	0.000000	0.038412	0.373945	0.084086	0	0.000000	0	0.000000
7	7561	685821582005	1695893638776688	685810783995	678.813900	216.977000	3.084601	678.813900	216.977000	3.011878	1	1	3	3	0	0	-0.080105	-0.143204	0.000000	-0.070963	0.043110	0.000000	0.008365	0.374585	0.083320	0.068506	0.372184	0.083704	-0.000000	0.000000	0.000000	0.038436	0.373385	0.083512	0	0.000000	0	0.000000
8	7562	685821596964	1695893638791647	685810800064	681.487000	205.726500	3.081328	681.487000	205.726500	3.045753	1	1	3	3	0	0	-0.074723	-0.148749	0.000000	-0.070857	0.043379	0.000000	0.007843	0.370805	0.079266	0.068576	0.372805	0.084432	-0.000000	0.000000	0.000000	0.038209	0.371805	0.081849	0	0.000000	0	0.000000
9	7563	685821611923	1695893638806606	685810816128	679.963000	206.105600	3.082725	679.963000	206.105600	3.051873	1	1	3	3	0	0	-0.074753	-0.148254	0.000000	-0.071060	0.047571	0.000000	0.007961	0.370413	0.078888	0.068838	0.373162	0.084836	-0.000000	0.000000	0.000000	0.038400	0.371787	0.081862	0	0.000000	0	0.000000
10	7564	685821629873	1695893638824557	685810832253	686.047900	197.365100	3.067061	686.047900	197.365100	3.052599	1	1	3	3	0	0	-0.072766	-0.158578	0.000000	-0.068607	0.043321	0.000000	0.007731	0.369356	0.077755	0.068206	0.371181	0.082720	-0.000000	0.000000	0.000000	0.037968	0.370268	0.080238	0	0.000000	0	0.000000
