# timestamps [seconds],pts
62396.512780,4063
62396.520800,4589
62396.528719,5108
62396.536721,5632
62396.544650,6152
62396.552676,6678
62396.560545,7194
62396.572770,7995
62396.580760,8518
62396.588823,9047
62396.596712,9564
62396.605224,10122
62396.612701,10612
62396.620760,11140
62396.628736,11663
62396.636751,12188
62396.644826,12717
62396.656783,13501
62396.664720,14021
62396.672822,14552
62396.680751,15071
62396.688692,15592
62396.696717,16118
62396.704660,16638
62396.712716,17166
62396.720829,17698
62396.728733,18216
62396.740631,18996
62396.748601,19518
62396.756700,20049
62396.764762,20577
62396.772768,21102
62396.780780,21627
62396.788750,22149
62396.796775,22675
62396.804981,23213
62396.812678,23717
62396.824737,24507
62396.832708,25030
62396.840766,25558
62396.848668,26076
62396.859388,26778
62396.864806,27133
62396.872827,27659
62396.880830,28184
62396.888744,28702
62396.896757,29227
62396.908816,30018
62396.916901,30547
62396.924795,31065
62396.932731,31585
62396.940717,32108
62396.948665,32629
62396.956790,33162
62396.964839,33689
62396.972822,34212
62396.980769,34733
62396.992773,35520
62397.000735,36042
62397.008753,36567
62397.016668,37086
62397.024829,37621
62397.032654,38133
62397.040786,38666
62397.048659,39182
62397.056950,39726
62397.064749,40237
62397.076765,41024
62397.084832,41553
62397.092918,42083
62397.100743,42596
62397.108702,43117
62397.116778,43646
62397.124937,44181
62397.132702,44690
62397.140713,45215
62397.148684,45737
62397.160584,46517
62397.168751,47052
62397.176744,47576
62397.184854,48108
62397.192760,48626
62397.200691,49146
62397.208684,49669
62397.216650,50191
62397.224689,50718
62397.232763,51247
62397.244718,52031
62397.252852,52564
62397.260916,53092
62397.268740,53605
62397.276701,54127
62397.284701,54651
62397.292876,55187
62397.300711,55700
62397.308770,56229
62397.316687,56747
62397.328692,57534
62397.336652,58056
62397.345132,58612
62397.354898,59252
62397.364618,59889
62397.374868,60560
62397.387414,61383
62397.397285,62029
62397.410666,62906
62397.419829,63507
62397.428894,64101
62397.436791,64618
62397.446761,65272
62397.452791,65667
62397.460745,66188
62397.468701,66710
62397.476693,67233
62397.484643,67754
62397.496756,68548
62397.504761,69073
62397.512798,69600
62397.520726,70119
62397.528666,70639
62397.536712,71167
62397.544653,71687
62397.552561,72205
62397.560645,72735
62397.568670,73261
62397.580703,74050
62397.588879,74586
62397.596753,75102
62397.604944,75638
62397.612752,76150
62397.620778,76676
62397.628696,77195
62397.636771,77724
62397.644724,78245
62397.652788,78774
62397.664786,79560
62397.672797,80085
62397.680693,80603
62397.688785,81133
62397.696725,81653
62397.704767,82180
62397.712785,82706
62397.720856,83235
62397.728711,83749
62397.736726,84275
62397.748645,85056
62397.756676,85582
62397.764729,86110
62397.772782,86638
62397.780752,87160
62397.788853,87691
62397.796864,88216
62397.804772,88734
62397.812758,89257
62397.820758,89782
62397.832650,90561
62397.840657,91086
62397.848727,91615
62397.856856,92147
62397.864794,92668
62397.872785,93191
62397.880781,93715
62397.888806,94241
62397.896780,94764
62397.904834,95292
62397.916684,96068
62397.924791,96600
62397.932714,97119
62397.940916,97656
62397.948718,98168
62397.956892,98703
62397.964669,99213
62397.972672,99737
62397.980765,100268
62397.988818,100796
62398.000691,101574
62398.008795,102105
62398.016702,102623
62398.024729,103149
62398.032745,103674
62398.040735,104198
62398.048682,104719
62398.056755,105248
62398.064678,105767
62398.072738,106295
62398.084679,107078
62398.092736,107606
62398.100712,108128
62398.108683,108651
62398.116742,109179
62398.124793,109707
62398.132710,110225
62398.140811,110756
62398.148638,111269
62398.156700,111798
62398.168802,112591
62398.176799,113115
62398.184752,113636
62398.192786,114163
62398.200767,114686
62398.208659,115203
62398.216659,115727
62398.224722,116255
62398.232744,116781
62398.240658,117300
62398.252719,118090
62398.260711,118614
62398.268746,119141
62398.276695,119662
62398.284720,120187
62398.292712,120711
62398.300715,121236
62398.308795,121765
62398.316819,122291
62398.324799,122814
62398.336727,123596
62398.344753,124122
62398.352694,124642
62398.360636,125163
62398.368716,125692
62398.376730,126217
62398.384703,126740
62398.392793,127270
62398.400738,127791
62398.408772,128317
62398.420711,129100
62398.428799,129630
62398.436831,130156
62398.444784,130677
62398.452696,131196
62398.463847,131927
62398.468684,132244
62398.476756,132773
62398.484780,133298
62398.492737,133820
62398.504795,134610
62398.512778,135133
62398.520724,135654
62398.528758,136180
62398.536723,136702
62398.544640,137221
62398.552604,137743
62398.560687,138273
62398.568857,138808
62398.576742,139325
62398.588679,140107
62398.596790,140639
62398.605080,141182
62398.612613,141676
62398.620751,142209
62398.628790,142736
62398.636779,143260
62398.644732,143781
62398.652748,144306
62398.660670,144825
62398.672721,145615
62398.681196,146171
62398.689050,146685
62398.696765,147191
62398.704777,147716
62398.712794,148241
62398.720770,148764
62398.728724,149285
62398.736663,149806
62398.744540,150322
62398.756574,151110
62398.764700,151643
62398.772781,152173
62398.780783,152697
62398.788860,153226
62398.796716,153741
62398.804735,154267
62398.812634,154784
62398.820787,155319
62398.828743,155840
