device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
4540496696,1028535837411,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7547561526298523, 0.7436133027076721)","(139.08055114746094, 89.29347229003906, 24.454421997070312)",1,3.565887451171875,1,"(-231.0082244873047, -18.51129150390625, 848.3565673828125)","(0.8824782967567444, 0.5170202255249023, 0.9588818550109863)",1,1698049547838,0.7547561526298523,0.7436133027076721
4540507799,1028535848510,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7540512084960938, 0.7367745041847229)","(138.70375061035156, 91.22549438476562, 25.157535552978516)",1,3.47039794921875,1,"(-229.9303436279297, -18.763988494873047, 848.6411743164062)","(0.8805441856384277, 0.5175949931144714, 0.9588767290115356)",1,1698049547846,0.7540512084960938,0.7367745041847229
4540518902,1028535859607,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7540512084960938, 0.7367745041847229)","(138.70375061035156, 91.22549438476562, 25.157535552978516)",1,3.47039794921875,1,"(-229.93011474609375, -18.7633113861084, 848.6412353515625)","(0.8805438280105591, 0.517593502998352, 0.9588768482208252)",1,1698049547857,0.7540512084960938,0.7367745041847229
4540530005,1028535870702,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7477906942367554, 0.7482974529266357)","(135.3577880859375, 87.97019958496094, 23.97266960144043)",1,3.491851806640625,1,"(-230.7904052734375, -18.543598175048828, 848.0547485351562)","(0.8822513222694397, 0.5171100497245789, 0.9581865072250366)",1,1698049547869,0.7477906942367554,0.7482974529266357
4540541108,1028535881797,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7370010614395142, 0.7765548229217529)","(129.59109497070312, 79.98735809326172, 21.067176818847656)",1,3.629913330078125,1,"(-230.64447021484375, -18.764419555664062, 848.091796875)","(0.8819924592971802, 0.5176054239273071, 0.9581907987594604)",1,1698049547879,0.7370010614395142,0.7765548229217529
4540552212,1028535892893,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7370010614395142, 0.7765548229217529)","(129.59109497070312, 79.98735809326172, 21.067176818847656)",1,3.629913330078125,1,"(-230.64425659179688, -18.763744354248047, 848.0918579101562)","(0.881991982460022, 0.517603874206543, 0.9581906795501709)",1,1698049547915,0.7370010614395142,0.7765548229217529
4540563315,1028535903995,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7274426221847534, 0.7623734474182129)","(124.4824447631836, 83.99370574951172, 22.525278091430664)",1,3.6175079345703125,1,"(-230.64230346679688, -18.592540740966797, 848.0614013671875)","(0.8820003867149353, 0.5172222852706909, 0.9581236839294434)",1,1698049547915,0.7274426221847534,0.7623734474182129
4540574418,1028535915097,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7326567769050598, 0.7353503108024597)","(127.2692642211914, 91.62783813476562, 25.303943634033203)",1,3.4385223388671875,1,"(-230.60816955566406, -20.373600006103516, 848.0322875976562)","(0.8819802403450012, 0.5212087631225586, 0.9581285119056702)",1,1698049547915,0.7326567769050598,0.7353503108024597
4540585521,1028535926199,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7326567769050598, 0.7353503108024597)","(127.2692642211914, 91.62783813476562, 25.303943634033203)",1,3.4385223388671875,1,"(-230.60794067382812, -20.372926712036133, 848.0323486328125)","(0.881979763507843, 0.5212072730064392, 0.9581285119056702)",1,1698049547929,0.7326567769050598,0.7353503108024597
4540596624,1028535937301,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.7390284538269043, 0.7492125034332275)","(130.67471313476562, 87.71166229248047, 23.878620147705078)",1,3.4161834716796875,1,"(-230.32754516601562, -18.681570053100586, 847.565185546875)","(0.8816998600959778, 0.5174496173858643, 0.9570049047470093)",1,1698049547936,0.7390284538269043,0.7492125034332275
